name,reason,smiles
malic-acid,qc_incompatible,
malic-acid,qc_incompatible,
mangafodipir,unsupported_docking_elements:Mn,Cc1nc(COP(O)(O)=O)cc2CN(CC(O)=O)CCN(CC(O)=O)Cc3cc(COP(O)(O)=O)nc(C)c3O[Mn]Oc12
mangafodipir,qc_incompatible,
mangafodipir,qc_incompatible,
meglutol,qc_incompatible,
meparfylon,qc_incompatible,
merbromin,qc_incompatible,
methanesulfonyl-fluoride,qc_incompatible,
methanesulfonyl-fluoride,qc_incompatible,
methoxyamine,qc_incompatible,
methoxyflurane,qc_incompatible,
methoxyflurane,qc_incompatible,
methoxyflurane,qc_incompatible,
methoxyflurane,qc_incompatible,
methyl-aminolevulinate,qc_incompatible,
methylcobalamin,unsupported_docking_elements:Co,"[H][C@]1(CO)O[C@]([H])(n2cnc3cc(C)c(C)cc23)[C@]([H])(O)[C@]1([H])OP(O)(=O)O[C@H](C)CNC(=O)CC[C@@]1(C)\C2=C(C)\C3=N\C(=C\C4=N\C(=C(C)/C5=N[C@@](C)([C@@]([H])(N2[Co+]C)[C@]1([H])CC(N)=O)[C@@](C)(CC(N)=O)[C@]5([H])CCC(N)=O)\[C@@](C)(CC(N)=O)[C@]4([H])CCC(N)=O)\C(C)(C)[C@]3([H])CCC(N)=O |c:41,t:44,46,48,50,53|"
miriplatin,multi_fragment_structure,"[Pt++].N[C@H]1CCCC[C@@H]1N.CCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCCC(O)=O |&1:2,&2:7,r|"
miriplatin,qc_incompatible,
mitotane,qc_incompatible,
mitotane,qc_incompatible,
mitotane,qc_incompatible,
mitotane,qc_incompatible,
mitotane,qc_incompatible,
MRS-3777,multi_fragment_structure,C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12.C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12
MRS-3777,multi_fragment_structure,C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12.C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12
MRS-3777,multi_fragment_structure,C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12.C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12
N-methylformamide,qc_incompatible,
nedaplatin,qc_incompatible,
nedaplatin,qc_incompatible,
nedaplatin,qc_incompatible,
neridronic-acid,qc_incompatible,
neridronic-acid,qc_incompatible,
neridronic-acid,qc_incompatible,
nitarsone,unsupported_docking_elements:As,O[As](O)(=O)c1ccc(cc1)[N+]([O-])=O
nitarsone,unsupported_docking_elements:As,O[As](O)(=O)c1ccc(cc1)[N+]([O-])=O
nitarsone,unsupported_docking_elements:As,O[As](O)(=O)c1ccc(cc1)[N+]([O-])=O
NKP-1339,unsupported_docking_elements:Ru,Cl[Ru+3](Cl)(Cl)(Cl)([n+]1cc2ccccc2[nH]1)[n+]1cc2ccccc2[nH]1
NKP-1339,unsupported_docking_elements:Ru,Cl[Ru+3](Cl)(Cl)(Cl)([n+]1cc2ccccc2[nH]1)[n+]1cc2ccccc2[nH]1
octadecan-1-ol,qc_incompatible,
octamethyltrisiloxane,unsupported_docking_elements:Si,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
omeprazole-magnesium,unsupported_docking_elements:Mg,COc1ccc2n([Mg]n3c(nc4cc(OC)ccc34)[S@@](=O)Cc3ncc(C)c(OC)c3C)c(nc2c1)[S@@](=O)Cc1ncc(C)c(OC)c1C |r|
ornithine,multi_fragment_structure,"Cl.NCCC[C@@H](N)C(O)=O |&1:5,r|"
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaliplatin,unsupported_docking_elements:Pt,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
oxaloacetate,qc_incompatible,
oxaloacetate,qc_incompatible,
PACOCF3,qc_incompatible,
PACOCF3,qc_incompatible,
PACOCF3,qc_incompatible,
palifosfamide,qc_incompatible,
pamabrom,qc_incompatible,
pamabrom,qc_incompatible,
pamidronate,qc_incompatible,
pamidronate,qc_incompatible,
penicillamine-(D),qc_incompatible,
penicillamine-(D),qc_incompatible,
penicillamine-(D),qc_incompatible,
perfluamine,qc_incompatible,
perflubron,qc_incompatible,
perflubron,qc_incompatible,
perillyl-alcohol,qc_incompatible,
perillyl-alcohol,qc_incompatible,
perillyl-alcohol,qc_incompatible,
perillyl-alcohol,qc_incompatible,
phenylmercuric-acetate,qc_incompatible,
phenylmercuric-acetate,qc_incompatible,
phenylmercuric-acetate,qc_incompatible,
phenylmercuric-acetate,qc_incompatible,
phenylmethylsulfonyl-fluoride,qc_incompatible,
phenylmethylsulfonyl-fluoride,qc_incompatible,
phenylmethylsulfonyl-fluoride,qc_incompatible,
phenylmethylsulfonyl-fluoride,qc_incompatible,
phosphatidylcholine,qc_incompatible,
phosphatidylcholine,qc_incompatible,
phosphatidylcholine,qc_incompatible,
PMPA,qc_incompatible,
PMPA,qc_incompatible,
PMPA,qc_incompatible,
polaprezinc,unsupported_docking_elements:Zn,O=C1CCN[Zn]OC(=O)[C@H](Cc2cnc[nH]2)N1
potassium-iodide,qc_incompatible,
potassium-iodide,qc_incompatible,
propagermanium,qc_incompatible,
propylene-glycol,qc_incompatible,
PSB-36,invalid_smiles,"[H][C@]12C[C@H]3C[C@]([H])(C[C@]3(C1)c1nc3n(CCCO)c(=O)n(CCCC)c(=O)c3[nH]1)C2 |r,THB:9:1:4:7.8|"
putrescine,qc_incompatible,
pyrithione-zinc,qc_incompatible,
pyrithione-zinc,qc_incompatible,
pyrithione-zinc,qc_incompatible,
pyrithione-zinc,qc_incompatible,
pyrithione-zinc,qc_incompatible,
pyrithione-zinc,qc_incompatible,
riodoxol,qc_incompatible,
riodoxol,qc_incompatible,
riodoxol,qc_incompatible,
risedronate,qc_incompatible,
risedronate,qc_incompatible,
risedronate,qc_incompatible,
risedronate,qc_incompatible,
risedronate,qc_incompatible,
roxarsone,unsupported_docking_elements:As,Oc1ccc(cc1[N+]([O-])=O)[As](O)(O)=O
roxarsone,unsupported_docking_elements:As,Oc1ccc(cc1[N+]([O-])=O)[As](O)(O)=O
roxarsone,unsupported_docking_elements:As,Oc1ccc(cc1[N+]([O-])=O)[As](O)(O)=O
S-methylcysteine,qc_incompatible,
S-methylcysteine,qc_incompatible,
S-methylcysteine,qc_incompatible,
satraplatin,qc_incompatible,
satraplatin,qc_incompatible,
SCMC-Lys,qc_incompatible,
SCMC-Lys,qc_incompatible,
scopolamine-N-oxide,invalid_smiles,"C[N@@+]1([O-])[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1 |a:3,5,7,8,10,14,&1:1,TLB:0:1:4.5.6:8.10,THB:2:1:4.5.6:8.10,9:8:1:4.5.6,9:10:1:4.5.6,11:5:1:8.10|"
scopolamine-N-oxide,invalid_smiles,"C[N@@+]1([O-])[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1 |a:3,5,7,8,10,14,&1:1,TLB:0:1:4.5.6:8.10,THB:2:1:4.5.6:8.10,9:8:1:4.5.6,9:10:1:4.5.6,11:5:1:8.10|"
SDM25N,invalid_smiles,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O |a:7,8,15,&1:14,TLB:17:15:4.5.6:11.12.13,THB:16:15:4.5.6:11.12.13|"
SDM25N,invalid_smiles,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O |a:7,8,15,&1:14,TLB:17:15:4.5.6:11.12.13,THB:16:15:4.5.6:11.12.13|"
SDM25N,invalid_smiles,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O |a:7,8,15,&1:14,TLB:17:15:4.5.6:11.12.13,THB:16:15:4.5.6:11.12.13|"
SDM25N,invalid_smiles,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O |a:7,8,15,&1:14,TLB:17:15:4.5.6:11.12.13,THB:16:15:4.5.6:11.12.13|"
SDM25N,invalid_smiles,"CC(=C)CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@]3(O)Cc1c4[nH]c2ccccc12)ccc5O |a:7,8,15,&1:14,TLB:17:15:4.5.6:11.12.13,THB:16:15:4.5.6:11.12.13|"
Se-methylselenocysteine,qc_incompatible,
Se-methylselenocysteine,qc_incompatible,
selenomethionine,qc_incompatible,
selenomethionine,qc_incompatible,
sevoflurane,qc_incompatible,
sevoflurane,qc_incompatible,
silver-sulfadiazine,qc_incompatible,
silver-sulfadiazine,qc_incompatible,
silver-sulfadiazine,unsupported_docking_elements:Ag,Nc1ccc(cc1)S(=O)(=O)N([Ag])c1ncccn1
SNAP,qc_incompatible,
SNAP,qc_incompatible,
sodium-ascorbate,qc_incompatible,
sodium-ascorbate,qc_incompatible,
sodium-butyrate,qc_incompatible,
sodium-butyrate,qc_incompatible,
sodium-butyrate,qc_incompatible,
sodium-dodecyl-sulfate,qc_incompatible,
sodium-dodecyl-sulfate,qc_incompatible,
sodium-gluconate,qc_incompatible,
sodium-gluconate,qc_incompatible,
sodium-monofluorophosphate,qc_incompatible,
sodium-monofluorophosphate,qc_incompatible,
sodium-monofluorophosphate,qc_incompatible,
sodium-nitrite,qc_incompatible,
sodium-nitrite,qc_incompatible,
sodium-nitroprusside,unsupported_docking_elements:Fe,[O-][N+][Fe--](C#N)(C#N)(C#N)(C#N)C#N
sodium-nitroprusside,unsupported_docking_elements:Fe,[O-][N+][Fe--](C#N)(C#N)(C#N)(C#N)C#N
sodium-orthovanadate,qc_incompatible,
sodium-orthovanadate,qc_incompatible,
sodium-stibogluconate,unsupported_docking_elements:Sb,[H][C@@]1(O[Sb]2(O)(O[Sb]34(O)O[C@H]([C@@H](O3)[C@]([H])(O4)[C@H](O)CO)C(O)=O)O[C@H]([C@H]1O2)C(O)=O)[C@H](O)CO
strontium-ranelate,qc_incompatible,
strontium-ranelate,qc_incompatible,
strontium-ranelate,unsupported_docking_elements:Sr,OC1=CN(C=C(O)O[Sr]O1)c1sc2c(CC(=O)O[Sr]OC2=O)c1C#N
strontium-ranelate,unsupported_docking_elements:Sr,OC1=CN(C=C(O)O[Sr]O1)c1sc2c(CC(=O)O[Sr]OC2=O)c1C#N
sucralfate,multi_fragment_structure,O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
sucralfate,multi_fragment_structure,O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
sulfanilate-zinc,unsupported_docking_elements:Zn,Nc1ccc(cc1)S(=O)(=O)O[Zn]OS(=O)(=O)c1ccc(N)cc1
SYM-2081,qc_incompatible,
SYM-2081,qc_incompatible,
tartaric-acid,qc_incompatible,
tartaric-acid,qc_incompatible,
TBOA-(DL),multi_fragment_structure,N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
TBOA-(DL),multi_fragment_structure,N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
TBOA-(DL),multi_fragment_structure,N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
TBOA-(DL),multi_fragment_structure,N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
TBOA-(DL),multi_fragment_structure,N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
thiomersal,unsupported_docking_elements:Hg,CC[Hg]Sc1ccccc1C(O)=O
threo-2-methylisocitrate-(DL),multi_fragment_structure,"[NaH].[NaH].[NaH].[NaH].[NaH].[NaH].CC(O)([C@@H](CC(O)=O)C(O)=O)C(O)=O.CC(O)([C@H](CC(O)=O)C(O)=O)C(O)=O |a:9,23,&1:7,&2:21|"
threo-2-methylisocitrate-(DL),multi_fragment_structure,"[NaH].[NaH].[NaH].[NaH].[NaH].[NaH].CC(O)([C@@H](CC(O)=O)C(O)=O)C(O)=O.CC(O)([C@H](CC(O)=O)C(O)=O)C(O)=O |a:9,23,&1:7,&2:21|"
titanocene-dichloride,unsupported_docking_elements:Ti,"Cl[Ti](Cl)(C1C=CC=C1)C1C=CC=C1 |c:4,6,10,12|"
titanocene-dichloride,unsupported_docking_elements:Ti,"Cl[Ti](Cl)(C1C=CC=C1)C1C=CC=C1 |c:4,6,10,12|"
trabectedin,invalid_smiles,[H][C@@]12Cc3cc(C)c(OC)c(O)c3[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])c1c(OC(C)=O)c(C)c4OCOc4c21)NCCc1cc(O)c(OC)cc31 |THB:16:15:2.3.12:17.19.20|
trans-4-hydroxycrotonic-acid,qc_incompatible,
trans-4-hydroxycrotonic-acid,qc_incompatible,
tribromoethanol,qc_incompatible,
tribromoethanol,qc_incompatible,
trichloroacetic-acid,qc_incompatible,
trichloroacetic-acid,qc_incompatible,
trichloroacetic-acid,qc_incompatible,
trichloroethylene,qc_incompatible,
trichloroethylene,qc_incompatible,
UB-165,invalid_smiles,"Clc1ccc(cn1)C1=CCC[C@H]2CC[C@@H]1N2 |&1:11,&2:14,t:8,THB:4:7:12.13:15|"
UB-165,invalid_smiles,"Clc1ccc(cn1)C1=CCC[C@H]2CC[C@@H]1N2 |&1:11,&2:14,t:8,THB:4:7:12.13:15|"
UB-165,invalid_smiles,"Clc1ccc(cn1)C1=CCC[C@H]2CC[C@@H]1N2 |&1:11,&2:14,t:8,THB:4:7:12.13:15|"
undecylenic-acid,qc_incompatible,
undecylenic-acid,qc_incompatible,
urethane,qc_incompatible,
urethane,qc_incompatible,
vitamin-B12,unsupported_docking_elements:Co,"C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12 |c:16,20,24,t:22,26,29|"
zacopride,invalid_smiles,"COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CN2CCC1CC2 |&1:13,THB:12:13:16.17:19.20|"
zacopride,invalid_smiles,"COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CN2CCC1CC2 |&1:13,THB:12:13:16.17:19.20|"
ZAMI-633,qc_incompatible,
ZAPA,qc_incompatible,
ZAPA,qc_incompatible,
zinc-undecylenate,qc_incompatible,
zinc-undecylenate,qc_incompatible,
zoledronic-acid,qc_incompatible,
zoledronic-acid,qc_incompatible,
zoledronic-acid,qc_incompatible,
