library_id,name,pert_iname,smiles,canonical_smiles,inchikey,mw,clogp,tpsa,hbd,hba,rotatable_bonds,clinical_phase,moa,indication,dedupe_key,clinical_rank,bms_inclusion_mode
LIB100_0045,MBX-2982,MBX-2982,CCc1cnc(nc1)N1CCC(CC1)c1nc(COc2ccc(cc2)-n2cnnn2)cs1,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1,NFTMKHWBOINJGM-UHFFFAOYSA-N,448.556,3.4342,94.74,0,10,7,Phase 2,glucose dependent insulinotropic receptor agonist,,NFTMKHWBOINJGM-UHFFFAOYSA-N,3,
LIB100_0046,TMC647055,TMC647055,COc1ccc2-c3c(C4CCCCC4)c4ccc5cc4n3CC(=Cc2c1)C(=O)N(C)CCOCCN(C)S(=O)(=O)NC5=O |c:25|,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,UOBYJVFBFSLCTQ-UHFFFAOYSA-N,606.745,4.1566,110.18,1,7,2,Phase 2,RNA polymerase inhibitor,,UOBYJVFBFSLCTQ-UHFFFAOYSA-N,3,
LIB100_0047,YM-511,YM-511,Brc1ccc(CN(c2ccc(cc2)C#N)n2cnnc2)cc1,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,GGPPBTSXFROGAE-UHFFFAOYSA-N,354.211,3.3822,57.74,0,5,4,Phase 2,aromatase inhibitor,,GGPPBTSXFROGAE-UHFFFAOYSA-N,3,
LIB100_0048,delphinidin,delphinidin,Oc1cc(O)c2cc(O)c([o+]c2c1)-c1cc(O)c(O)c(O)c1,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,JKHRCGUTYDNCLE-UHFFFAOYSA-O,303.246,2.6145,132.68,6,6,1,Phase 2,membrane permeability inhibitor,,JKHRCGUTYDNCLE-UHFFFAOYSA-O,3,
LIB100_0049,docebenone,docebenone,"CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O |c:1,t:19|",CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,WDEABJKSGGRCQA-UHFFFAOYSA-N,326.436,3.5209,54.37,1,3,6,Phase 2,lipoxygenase inhibitor,,WDEABJKSGGRCQA-UHFFFAOYSA-N,3,
LIB100_0050,lodenosine,lodenosine,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)C[C@@H]1F,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F,KBEMFSMODRNJHE-JFWOZONXSA-N,253.237,0.0264,99.08,2,7,2,Phase 2,antiretroviral ,,KBEMFSMODRNJHE-JFWOZONXSA-N,3,
LIB100_0051,nemazoline,nemazoline,Nc1c(Cl)cc(C=C2NCCN2)cc1Cl,Nc1c(Cl)cc(C=C2NCCN2)cc1Cl,OEOYJZUHFXEJEI-UHFFFAOYSA-N,244.125,2.0668,50.08,3,3,1,Phase 2,adrenergic receptor agonist|adrenergic receptor antagonist,,OEOYJZUHFXEJEI-UHFFFAOYSA-N,3,
LIB100_0052,oleuropein,oleuropein,"COC(=O)C1=CO[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)\C(=C/C)[C@@H]1CC(=O)OCCc1ccc(O)c(O)c1 |&1:7,&2:9,&3:11,&4:14,&5:16,&6:18,&7:23,r,t:4|",C/C=C1\[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1,RFWGABANNQMHMZ-JIBQERFGSA-N,540.518,-0.6342,201.67,6,13,9,Phase 2,estrogen receptor agonist,,RFWGABANNQMHMZ-JIBQERFGSA-N,3,
LIB100_0053,perzinfotel,perzinfotel,OP(O)(=O)CCN1CCCNc2c1c(=O)c2=O,O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,BDABGOLMYNHHTR-UHFFFAOYSA-N,260.186,-0.9177,106.94,3,5,3,Phase 2,glutamate receptor antagonist,,BDABGOLMYNHHTR-UHFFFAOYSA-N,3,
LIB100_0054,siramesine,siramesine,Fc1ccc(cc1)-n1cc(CCCCN2CCC3(CC2)OCc2ccccc32)c2ccccc12,Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1,XWAONOGAGZNUSF-UHFFFAOYSA-N,454.589,6.6138,17.4,0,3,6,Phase 2,sigma receptor antagonist,,XWAONOGAGZNUSF-UHFFFAOYSA-N,3,
LIB100_0055,CH-170,CH-170,Cc1nc(Cn2cnc3n(C)c(=O)n(C)c(=O)c23)no1,Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,JBXSBZBZASARMY-UHFFFAOYSA-N,276.256,-0.8266,100.74,0,9,2,Phase 1,,,JBXSBZBZASARMY-UHFFFAOYSA-N,4,
LIB100_0056,CNQX,CNQX,[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1C#N,N#Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-],RPXVIAFEQBNEAX-UHFFFAOYSA-N,232.155,-0.0037,132.65,2,5,1,Phase 1,glutamate receptor antagonist,,RPXVIAFEQBNEAX-UHFFFAOYSA-N,4,
LIB100_0057,MKT-077,MKT-077,CCn1\c(=C/c2cccc[n+]2CC)s\c(=C2\Sc3ccccc3N2C)c1=O,CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C/c1cccc[n+]1CC,QLYHOWIZHHZGPV-XUTLUUPISA-N,396.561,2.3737,29.12,0,5,3,Phase 1,HSP inhibitor,,QLYHOWIZHHZGPV-XUTLUUPISA-N,4,
LIB100_0058,PF-05180999,PF-05180999,Cc1nc(-c2cnn(C)c2-c2ccc(cn2)C(F)(F)F)c2c(ncnn12)N1CCC1,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,CLGCHUKGBICQTE-UHFFFAOYSA-N,414.395,3.1241,77.03,0,8,3,Phase 1,phosphodiesterase inhibitor,,CLGCHUKGBICQTE-UHFFFAOYSA-N,4,
LIB100_0059,ammonium-perfluorocaprylate,ammonium-perfluorocaprylate,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,SNGREZUHAYWORS-UHFFFAOYSA-N,414.064,4.4451,37.3,1,1,6,Phase 1,Pim kinase inhibitor,,SNGREZUHAYWORS-UHFFFAOYSA-N,4,
LIB100_0060,sanguinarium-chloride,sanguinarium-chloride,C[n+]1cc2c3OCOc3ccc2c2ccc3cc4OCOc4cc3c12,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,INVGWHRKADIJHF-UHFFFAOYSA-N,332.335,3.4281,40.8,0,4,0,Phase 1,apoptosis stimulant,,INVGWHRKADIJHF-UHFFFAOYSA-N,4,
LIB100_0061,tifenazoxide,tifenazoxide,CC1(CC1)NC1=NS(=O)(=O)c2sc(Cl)cc2N1 |t:6|,CC1(NC2=NS(=O)(=O)c3sc(Cl)cc3N2)CC1,KYSFUHHFTIGRJN-UHFFFAOYSA-N,291.785,2.0138,70.56,2,5,1,Phase 1,ATP-sensitive potassium channel agonist,,KYSFUHHFTIGRJN-UHFFFAOYSA-N,4,
LIB100_0062,"1,2,3,4,5,6-hexabromocyclohexane","1,2,3,4,5,6-hexabromocyclohexane",BrC1C(Br)C(Br)C(Br)C(Br)C1Br,BrC1C(Br)C(Br)C(Br)C(Br)C1Br,QFQZKISCBJKVHI-UHFFFAOYSA-N,557.538,4.581,0.0,0,0,0,Preclinical,JAK inhibitor,,QFQZKISCBJKVHI-UHFFFAOYSA-N,5,
LIB100_0063,"1-((Z)-3-chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium","1-((Z)-3-chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium",Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,LDLCEGCJYSDJLX-UPHRSURJSA-N,215.708,0.2475,9.72,0,3,2,Preclinical,,,LDLCEGCJYSDJLX-UPHRSURJSA-N,5,
LIB100_0064,"2-(chloromethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one","2-(chloromethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",ClC=C1Nc2sc3CCCCc3c2C(=O)N1,O=C1NC(=CCl)Nc2sc3c(c21)CCCC3,UTWSZXBGTLNPOV-UHFFFAOYSA-N,254.742,2.8199,41.13,2,3,0,Preclinical,,,UTWSZXBGTLNPOV-UHFFFAOYSA-N,5,
LIB100_0065,"4,4'-DDT","4,4'-DDT",Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,YVGGHNCTFXOJCH-UHFFFAOYSA-N,354.491,6.4955,0.0,0,0,2,Preclinical,,,YVGGHNCTFXOJCH-UHFFFAOYSA-N,5,
LIB100_0066,"4,5,6,7-tetrabromobenzotriazole","4,5,6,7-tetrabromobenzotriazole",Brc1c(Br)c(Br)c2n[nH]nc2c1Br,Brc1c(Br)c(Br)c2n[nH]nc2c1Br,OMZYUVOATZSGJY-UHFFFAOYSA-N,434.711,4.0079,41.57,1,2,0,Preclinical,casein kinase inhibitor,,OMZYUVOATZSGJY-UHFFFAOYSA-N,5,
LIB100_0067,4E1RCat,4E1RCat,OC(=O)c1ccc(cc1)N1C(=O)\C(=C\c2ccc(o2)-c2ccc(cc2)[N+]([O-])=O)C=C1c1ccccc1 |c:31|,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,BBQRBOIMSKMFFO-LTGZKZEYSA-N,478.46,6.0243,113.89,1,5,6,Preclinical,protein synthesis inhibitor,,BBQRBOIMSKMFFO-LTGZKZEYSA-N,5,
LIB100_0068,AG-1024,AG-1024,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O,ABBADGFSRBWENF-UHFFFAOYSA-N,305.175,3.8828,67.81,1,3,1,Preclinical,insulin growth factor receptor inhibitor,,ABBADGFSRBWENF-UHFFFAOYSA-N,5,
LIB100_0069,BW-348U87,BW-348U87,C\C(=N/NC(=S)NNC(=S)Nc1ccccc1Cl)c1ccccn1,C/C(=N\NC(=S)NNC(=S)Nc1ccccc1Cl)c1ccccn1,YYLKOELWSMRYHV-VXLYETTFSA-N,378.914,2.8247,73.37,4,4,3,Preclinical,antiviral,,YYLKOELWSMRYHV-VXLYETTFSA-N,5,
LIB100_0070,D609,D609,SC(=S)OC1CC2CC1C1CCCC21,S=C(S)OC1CC2CC1C1CCCC21,PWLXJBSAUKKGCM-UHFFFAOYSA-N,228.382,3.0424,9.23,1,2,1,Preclinical,phospholipase inhibitor,,PWLXJBSAUKKGCM-UHFFFAOYSA-N,5,
LIB100_0071,GDC-0879,GDC-0879,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2\C(CCc2c1)=N\O,OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1,DEZZLWQELQORIU-RELWKKBWSA-N,334.379,2.7289,83.53,2,6,4,Preclinical,RAF inhibitor,,DEZZLWQELQORIU-RELWKKBWSA-N,5,
LIB100_0072,GNTI,GNTI,NC(=N)Nc1ccc2[nH]c3[C@@H]4Oc5c6c(C[C@H]7N(CC8CC8)CC[C@@]46[C@@]7(O)Cc3c2c1)ccc5O,N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,VLNHDKDBGWXJEE-GYHUNEDQSA-N,471.561,2.878,130.62,6,5,3,Preclinical,opioid receptor antagonist,,VLNHDKDBGWXJEE-GYHUNEDQSA-N,5,
LIB100_0073,GS-39783,GS-39783,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1,GSGVDKOCBKBMGG-UHFFFAOYSA-N,337.449,3.8157,92.98,2,7,6,Preclinical,GABA receptor modulator,,GSGVDKOCBKBMGG-UHFFFAOYSA-N,5,
LIB100_0074,HJC-0350,HJC-0350,Cc1cc(C)n(c1)S(=O)(=O)c1c(C)cc(C)cc1C,Cc1cc(C)c(S(=O)(=O)n2cc(C)cc2C)c(C)c1,AFZWZVLPIMHLSE-UHFFFAOYSA-N,277.389,3.2672,39.07,0,3,2,Preclinical,GTPase inhibitor,,AFZWZVLPIMHLSE-UHFFFAOYSA-N,5,
LIB100_0075,IKK-2-inhibitor,IKK-2-inhibitor,NC(=O)c1sc(cc1N)-c1ccsc1,NC(=O)c1sc(-c2ccsc2)cc1N,BMUACLADCKCNKZ-UHFFFAOYSA-N,224.31,2.1577,69.11,2,4,2,Preclinical,IKK inhibitor|SYK inhibitor,,BMUACLADCKCNKZ-UHFFFAOYSA-N,5,
LIB100_0076,JNJ-42041935,JNJ-42041935,OC(=O)c1cnn(c1)-c1nc2cc(Cl)c(OC(F)(F)F)cc2[nH]1,O=C(O)c1cnn(-c2nc3cc(Cl)c(OC(F)(F)F)cc3[nH]2)c1,FXHHASJVTYRJHH-UHFFFAOYSA-N,346.652,2.9988,93.03,2,5,3,Preclinical,hypoxia inducible factor prolyl hydroxylase inhibitor,,FXHHASJVTYRJHH-UHFFFAOYSA-N,5,
LIB100_0077,LY255283,LY255283,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nn[nH]n1,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nn[nH]n1,WCGXJPFHTHQNJL-UHFFFAOYSA-N,360.458,3.5873,100.99,2,6,10,Preclinical,leukotriene receptor antagonist,,WCGXJPFHTHQNJL-UHFFFAOYSA-N,5,
LIB100_0078,MCC950,MCC950,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc12,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,HUUSXLKCTQDPGL-UHFFFAOYSA-N,404.488,2.9948,108.64,3,5,4,Preclinical,NOD like receptor inhibitor,,HUUSXLKCTQDPGL-UHFFFAOYSA-N,5,
LIB100_0079,NBI-27914,NBI-27914,CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,KNADXBVKFAUMCR-UHFFFAOYSA-N,434.198,6.7686,41.05,1,4,7,Preclinical,corticotropin releasing factor receptor antagonist,,KNADXBVKFAUMCR-UHFFFAOYSA-N,5,
